DeSO.1,Kon,UtlBakgrund,values,Year
0581C1520,Kvinnor,Utländsk,160,2019
0581C1520,Män,Svensk,664,2019
0581C1520,Män,Utländsk,142,2019
0581C1520,Totalt,Svensk,1429,2019
0581C1520,Totalt,Utländsk,302,2019
0581C1530,Kvinnor,Svensk,653,2019
0581C1530,Kvinnor,Utländsk,107,2019
0581C1530,Män,Svensk,672,2019
0581C1530,Män,Utländsk,115,2019
0581C1530,Totalt,Svensk,1325,2019
0581C1530,Totalt,Utländsk,222,2019
0581C1540,Kvinnor,Svensk,713,2019
0581C1540,Kvinnor,Utländsk,164,2019
0581C1540,Män,Svensk,750,2019
0581C1540,Män,Utländsk,179,2019
0581C1540,Totalt,Svensk,1463,2019
0581C1540,Totalt,Utländsk,343,2019
0581C1550,Kvinnor,Svensk,754,2019
0581C1550,Kvinnor,Utländsk,155,2019
0581C1550,Män,Svensk,756,2019
0581C1550,Män,Utländsk,140,2019
0581C1550,Totalt,Svensk,1510,2019
0581C1550,Totalt,Utländsk,295,2019
0581C1560,Kvinnor,Svensk,554,2019
0581C1560,Kvinnor,Utländsk,218,2019
0581C1560,Män,Svensk,606,2019
0581C1560,Män,Utländsk,287,2019
0581C1560,Totalt,Svensk,1160,2019
0581C1560,Totalt,Utländsk,505,2019
0582A0010,Kvinnor,Svensk,943,2019
0582A0010,Kvinnor,Utländsk,59,2019
0582A0010,Män,Svensk,1084,2019
0582A0010,Män,Utländsk,60,2019
0582A0010,Totalt,Svensk,2027,2019
0582A0010,Totalt,Utländsk,119,2019
0582A0020,Kvinnor,Svensk,790,2019
0582A0020,Kvinnor,Utländsk,52,2019
0582A0020,Män,Svensk,947,2019
0582A0020,Män,Utländsk,46,2019
0582A0020,Totalt,Svensk,1737,2019
0582A0020,Totalt,Utländsk,98,2019
0582A0030,Kvinnor,Svensk,753,2019
0582A0030,Kvinnor,Utländsk,55,2019
0582A0030,Män,Svensk,763,2019
0582A0030,Män,Utländsk,51,2019
0582A0030,Totalt,Svensk,1516,2019
0582A0030,Totalt,Utländsk,106,2019
0582B2010,Kvinnor,Svensk,555,2019
0582B2010,Kvinnor,Utländsk,43,2019
0582B2010,Män,Svensk,623,2019
0582B2010,Män,Utländsk,75,2019
0582B2010,Totalt,Svensk,1178,2019
0582B2010,Totalt,Utländsk,118,2019
0582C1010,Kvinnor,Svensk,588,2019
0582C1010,Kvinnor,Utländsk,87,2019
0582C1010,Män,Svensk,580,2019
0582C1010,Män,Utländsk,90,2019
0582C1010,Totalt,Svensk,1168,2019
0582C1010,Totalt,Utländsk,177,2019
0582C1020,Kvinnor,Svensk,721,2019
0582C1020,Kvinnor,Utländsk,121,2019
0582C1020,Män,Svensk,684,2019
0582C1020,Män,Utländsk,110,2019
0582C1020,Totalt,Svensk,1405,2019
0582C1020,Totalt,Utländsk,231,2019
0582C1030,Kvinnor,Svensk,896,2019
0582C1030,Kvinnor,Utländsk,101,2019
0582C1030,Män,Svensk,789,2019
0582C1030,Män,Utländsk,98,2019
0582C1030,Totalt,Svensk,1685,2019
0582C1030,Totalt,Utländsk,199,2019
0582C1040,Kvinnor,Svensk,485,2019
0582C1040,Kvinnor,Utländsk,35,2019
0582C1040,Män,Svensk,542,2019
0582C1040,Män,Utländsk,39,2019
0582C1040,Totalt,Svensk,1027,2019
0582C1040,Totalt,Utländsk,74,2019
0582C1050,Kvinnor,Svensk,841,2019
0582C1050,Kvinnor,Utländsk,81,2019
0582C1050,Män,Svensk,736,2019
0582C1050,Män,Utländsk,103,2019
0582C1050,Totalt,Svensk,1577,2019
0582C1050,Totalt,Utländsk,184,2019
0583A0010,Kvinnor,Svensk,607,2019
0583A0010,Kvinnor,Utländsk,67,2019
0583A0010,Män,Svensk,730,2019
0583A0010,Män,Utländsk,49,2019
0583A0010,Totalt,Svensk,1337,2019
0583A0010,Totalt,Utländsk,116,2019
0583A0020,Kvinnor,Svensk,447,2019
0583A0020,Kvinnor,Utländsk,33,2019
0583A0020,Män,Svensk,515,2019
0583A0020,Män,Utländsk,32,2019
0583A0020,Totalt,Svensk,962,2019
0583A0020,Totalt,Utländsk,65,2019
0583A0030,Kvinnor,Svensk,523,2019
0583A0030,Kvinnor,Utländsk,52,2019
0583A0030,Män,Svensk,642,2019
0583A0030,Män,Utländsk,44,2019
0583A0030,Totalt,Svensk,1165,2019
0583A0030,Totalt,Utländsk,96,2019
0583A0040,Kvinnor,Svensk,431,2019
0583A0040,Kvinnor,Utländsk,48,2019
0583A0040,Män,Svensk,484,2019
0583A0040,Män,Utländsk,34,2019
0583A0040,Totalt,Svensk,915,2019
0583A0040,Totalt,Utländsk,82,2019
0583A0050,Kvinnor,Svensk,663,2019
0583A0050,Kvinnor,Utländsk,47,2019
0583A0050,Män,Svensk,674,2019
0583A0050,Män,Utländsk,45,2019
0583A0050,Totalt,Svensk,1337,2019
0583A0050,Totalt,Utländsk,92,2019
0583A0060,Kvinnor,Svensk,462,2019
0583A0060,Kvinnor,Utländsk,34,2019
0583A0060,Män,Svensk,508,2019
0583A0060,Män,Utländsk,38,2019
0583A0060,Totalt,Svensk,970,2019
0583A0060,Totalt,Utländsk,72,2019
0583A0070,Kvinnor,Svensk,766,2019
0583A0070,Kvinnor,Utländsk,67,2019
0583A0070,Män,Svensk,842,2019
0583A0070,Män,Utländsk,58,2019
0583A0070,Totalt,Svensk,1608,2019
0583A0070,Totalt,Utländsk,125,2019
0583B2010,Kvinnor,Svensk,487,2019
0583B2010,Kvinnor,Utländsk,26,2019
0583B2010,Män,Svensk,539,2019
0583B2010,Män,Utländsk,31,2019
0583B2010,Totalt,Svensk,1026,2019
0583B2010,Totalt,Utländsk,57,2019
0583B2020,Kvinnor,Svensk,992,2019
0583B2020,Kvinnor,Utländsk,65,2019
0583B2020,Män,Svensk,940,2019
0583B2020,Män,Utländsk,44,2019
0583B2020,Totalt,Svensk,1932,2019
0583B2020,Totalt,Utländsk,109,2019
0583C1010,Kvinnor,Svensk,960,2019
0583C1010,Kvinnor,Utländsk,158,2019
0583C1010,Män,Svensk,1006,2019
0583C1010,Män,Utländsk,142,2019
0583C1010,Totalt,Svensk,1966,2019
0583C1010,Totalt,Utländsk,300,2019
0583C1020,Kvinnor,Svensk,879,2019
0583C1020,Kvinnor,Utländsk,293,2019
0583C1020,Män,Svensk,721,2019
0583C1020,Män,Utländsk,316,2019
0583C1020,Totalt,Svensk,1600,2019
0583C1020,Totalt,Utländsk,609,2019
0583C1030,Kvinnor,Svensk,892,2019
0583C1030,Kvinnor,Utländsk,173,2019
0583C1030,Män,Svensk,876,2019
0583C1030,Män,Utländsk,182,2019
0583C1030,Totalt,Svensk,1768,2019
0583C1030,Totalt,Utländsk,355,2019
0583C1040,Kvinnor,Svensk,798,2019
0583C1040,Kvinnor,Utländsk,164,2019
0583C1040,Män,Svensk,883,2019
0583C1040,Män,Utländsk,184,2019
0583C1040,Totalt,Svensk,1681,2019
0583C1040,Totalt,Utländsk,348,2019
0583C1050,Kvinnor,Svensk,763,2019
0583C1050,Kvinnor,Utländsk,142,2019
0583C1050,Män,Svensk,646,2019
0583C1050,Män,Utländsk,134,2019
0583C1050,Totalt,Svensk,1409,2019
0583C1050,Totalt,Utländsk,276,2019
0583C1060,Kvinnor,Svensk,701,2019
0583C1060,Kvinnor,Utländsk,125,2019
0583C1060,Män,Svensk,733,2019
0583C1060,Män,Utländsk,143,2019
0583C1060,Totalt,Svensk,1434,2019
0583C1060,Totalt,Utländsk,268,2019
0583C1070,Kvinnor,Svensk,638,2019
0583C1070,Kvinnor,Utländsk,582,2019
0583C1070,Män,Svensk,669,2019
0583C1070,Män,Utländsk,584,2019
0583C1070,Totalt,Svensk,1307,2019
0583C1070,Totalt,Utländsk,1166,2019
0583C1080,Kvinnor,Svensk,767,2019
0583C1080,Kvinnor,Utländsk,269,2019
0583C1080,Män,Svensk,818,2019
0583C1080,Män,Utländsk,268,2019
0583C1080,Totalt,Svensk,1585,2019
0583C1080,Totalt,Utländsk,537,2019
0583C1090,Kvinnor,Svensk,650,2019
0583C1090,Kvinnor,Utländsk,624,2019
0583C1090,Män,Svensk,705,2019
0583C1090,Män,Utländsk,663,2019
0583C1090,Totalt,Svensk,1355,2019
0583C1090,Totalt,Utländsk,1287,2019
0583C1100,Kvinnor,Svensk,896,2019
0583C1100,Kvinnor,Utländsk,112,2019
0583C1100,Män,Svensk,842,2019
0583C1100,Män,Utländsk,128,2019
0583C1100,Totalt,Svensk,1738,2019
0583C1100,Totalt,Utländsk,240,2019
0583C1110,Kvinnor,Svensk,671,2019
0583C1110,Kvinnor,Utländsk,738,2019
0583C1110,Män,Svensk,622,2019
0583C1110,Män,Utländsk,803,2019
0583C1110,Totalt,Svensk,1293,2019
0583C1110,Totalt,Utländsk,1541,2019
0583C1120,Kvinnor,Svensk,981,2019
0583C1120,Kvinnor,Utländsk,98,2019
0583C1120,Män,Svensk,988,2019
0583C1120,Män,Utländsk,131,2019
0583C1120,Totalt,Svensk,1969,2019
0583C1120,Totalt,Utländsk,229,2019
0583C1130,Kvinnor,Svensk,921,2019
0583C1130,Kvinnor,Utländsk,107,2019
0583C1130,Män,Svensk,935,2019
0583C1130,Män,Utländsk,117,2019
0583C1130,Totalt,Svensk,1856,2019
0583C1130,Totalt,Utländsk,224,2019
0583C1140,Kvinnor,Svensk,917,2019
0583C1140,Kvinnor,Utländsk,119,2019
0583C1140,Män,Svensk,918,2019
0583C1140,Män,Utländsk,98,2019
0583C1140,Totalt,Svensk,1835,2019
0583C1140,Totalt,Utländsk,217,2019
0583C1150,Kvinnor,Svensk,526,2019
0583C1150,Kvinnor,Utländsk,52,2019
0583C1150,Män,Svensk,583,2019
0583C1150,Män,Utländsk,53,2019
0583C1150,Totalt,Svensk,1109,2019
0583C1150,Totalt,Utländsk,105,2019
0584A0010,Kvinnor,Svensk,724,2019
0584A0010,Kvinnor,Utländsk,68,2019
0584A0010,Män,Svensk,808,2019
0584A0010,Män,Utländsk,63,2019
0584A0010,Totalt,Svensk,1532,2019
0584A0010,Totalt,Utländsk,131,2019
0584C1010,Kvinnor,Svensk,808,2019
0584C1010,Kvinnor,Utländsk,102,2019
0584C1010,Män,Svensk,845,2019
0584C1010,Män,Utländsk,103,2019
0584C1010,Totalt,Svensk,1653,2019
0584C1010,Totalt,Utländsk,205,2019
0584C1020,Kvinnor,Svensk,656,2019
0584C1020,Kvinnor,Utländsk,50,2019
0584C1020,Män,Svensk,526,2019
0584C1020,Män,Utländsk,50,2019
0584C1020,Totalt,Svensk,1182,2019
0584C1020,Totalt,Utländsk,100,2019
0584C1030,Kvinnor,Svensk,579,2019
0584C1030,Kvinnor,Utländsk,135,2019
0584C1030,Män,Svensk,629,2019
0584C1030,Män,Utländsk,104,2019
0584C1030,Totalt,Svensk,1208,2019
0584C1030,Totalt,Utländsk,239,2019
0584C1040,Kvinnor,Svensk,556,2019
0584C1040,Kvinnor,Utländsk,53,2019
0584C1040,Män,Svensk,518,2019
0584C1040,Män,Utländsk,51,2019
0584C1040,Totalt,Svensk,1074,2019
0584C1040,Totalt,Utländsk,104,2019
0586A0010,Kvinnor,Svensk,542,2019
0586A0010,Kvinnor,Utländsk,28,2019
0586A0010,Män,Svensk,604,2019
0586A0010,Män,Utländsk,35,2019
0586A0010,Totalt,Svensk,1146,2019
0586A0010,Totalt,Utländsk,63,2019
0586A0020,Kvinnor,Svensk,658,2019
0586A0020,Kvinnor,Utländsk,58,2019
0586A0020,Män,Svensk,742,2019
0586A0020,Män,Utländsk,53,2019
0586A0020,Totalt,Svensk,1400,2019
0586A0020,Totalt,Utländsk,111,2019
0586A0030,Kvinnor,Svensk,690,2019
0586A0030,Kvinnor,Utländsk,34,2019
0586A0030,Män,Svensk,779,2019
0586A0030,Män,Utländsk,44,2019
0586A0030,Totalt,Svensk,1469,2019
0586A0030,Totalt,Utländsk,78,2019
0586A0040,Kvinnor,Svensk,593,2019
0586A0040,Kvinnor,Utländsk,31,2019
0586A0040,Män,Svensk,653,2019
0586A0040,Män,Utländsk,26,2019
0586A0040,Totalt,Svensk,1246,2019
0586A0040,Totalt,Utländsk,57,2019
0586C1010,Kvinnor,Svensk,510,2019
0586C1010,Kvinnor,Utländsk,183,2019
0586C1010,Män,Svensk,527,2019
0586C1010,Män,Utländsk,235,2019
0586C1010,Totalt,Svensk,1037,2019
0586C1010,Totalt,Utländsk,418,2019
0586C1020,Kvinnor,Svensk,448,2019
0586C1020,Kvinnor,Utländsk,297,2019
0586C1020,Män,Svensk,465,2019
0586C1020,Män,Utländsk,343,2019
0586C1020,Totalt,Svensk,913,2019
0586C1020,Totalt,Utländsk,640,2019
0586C1030,Kvinnor,Svensk,823,2019
0586C1030,Kvinnor,Utländsk,51,2019
0586C1030,Män,Svensk,827,2019
0586C1030,Män,Utländsk,54,2019
0586C1030,Totalt,Svensk,1650,2019
0586C1030,Totalt,Utländsk,105,2019
0586C1040,Kvinnor,Svensk,562,2019
0586C1040,Kvinnor,Utländsk,66,2019
0586C1040,Män,Svensk,562,2019
0586C1040,Män,Utländsk,90,2019
0586C1040,Totalt,Svensk,1124,2019
0586C1040,Totalt,Utländsk,156,2019
0586C1050,Kvinnor,Svensk,602,2019
0586C1050,Kvinnor,Utländsk,47,2019
0586C1050,Män,Svensk,583,2019
0586C1050,Män,Utländsk,43,2019
0586C1050,Totalt,Svensk,1185,2019
0586C1050,Totalt,Utländsk,90,2019
0586C1060,Kvinnor,Svensk,486,2019
0586C1060,Kvinnor,Utländsk,181,2019
0586C1060,Män,Svensk,473,2019
0586C1060,Män,Utländsk,186,2019
0586C1060,Totalt,Svensk,959,2019
0586C1060,Totalt,Utländsk,367,2019
0586C1070,Kvinnor,Svensk,630,2019
0586C1070,Kvinnor,Utländsk,89,2019
0586C1070,Män,Svensk,600,2019
0586C1070,Män,Utländsk,110,2019
0586C1070,Totalt,Svensk,1230,2019
0586C1070,Totalt,Utländsk,199,2019
0586C1080,Kvinnor,Svensk,710,2019
0586C1080,Kvinnor,Utländsk,175,2019
0586C1080,Män,Svensk,745,2019
0586C1080,Män,Utländsk,183,2019
0586C1080,Totalt,Svensk,1455,2019
0586C1080,Totalt,Utländsk,358,2019
0586C1090,Kvinnor,Svensk,761,2019
0586C1090,Kvinnor,Utländsk,334,2019
0586C1090,Män,Svensk,687,2019
0586C1090,Män,Utländsk,332,2019
0586C1090,Totalt,Svensk,1448,2019
0586C1090,Totalt,Utländsk,666,2019
0586C2010,Kvinnor,Svensk,674,2019
0586C2010,Kvinnor,Utländsk,57,2019
0586C2010,Män,Svensk,718,2019
0586C2010,Män,Utländsk,49,2019
0586C2010,Totalt,Svensk,1392,2019
0586C2010,Totalt,Utländsk,106,2019
0586C2020,Kvinnor,Svensk,759,2019
0586C2020,Kvinnor,Utländsk,48,2019
0586C2020,Män,Svensk,740,2019
0586C2020,Män,Utländsk,45,2019
0586C2020,Totalt,Svensk,1499,2019
0586C2020,Totalt,Utländsk,93,2019
0586C2030,Kvinnor,Svensk,742,2019
0586C2030,Kvinnor,Utländsk,87,2019
0586C2030,Män,Svensk,738,2019
0586C2030,Män,Utländsk,94,2019
0586C2030,Totalt,Svensk,1480,2019
0586C2030,Totalt,Utländsk,181,2019
0586C3010,Kvinnor,Svensk,602,2019
0586C3010,Kvinnor,Utländsk,86,2019
0586C3010,Män,Svensk,615,2019
0586C3010,Män,Utländsk,92,2019
0586C3010,Totalt,Svensk,1217,2019
0586C3010,Totalt,Utländsk,178,2019
0586C3020,Kvinnor,Svensk,917,2019
0586C3020,Kvinnor,Utländsk,119,2019
0586C3020,Män,Svensk,903,2019
0586C3020,Män,Utländsk,103,2019
0586C3020,Totalt,Svensk,1820,2019
0586C3020,Totalt,Utländsk,222,2019
0604A0010,Kvinnor,Svensk,621,2019
0604A0010,Kvinnor,Utländsk,50,2019
0604A0010,Män,Svensk,711,2019
0604A0010,Män,Utländsk,64,2019
0604A0010,Totalt,Svensk,1332,2019
0604A0010,Totalt,Utländsk,114,2019
0604A0020,Kvinnor,Svensk,732,2019
0604A0020,Kvinnor,Utländsk,63,2019
0604A0020,Män,Svensk,786,2019
0604A0020,Män,Utländsk,64,2019
0604A0020,Totalt,Svensk,1518,2019
0604A0020,Totalt,Utländsk,127,2019
0604C1010,Kvinnor,Svensk,884,2019
0604C1010,Kvinnor,Utländsk,333,2019
0604C1010,Män,Svensk,844,2019
0604C1010,Män,Utländsk,335,2019
0604C1010,Totalt,Svensk,1728,2019
0604C1010,Totalt,Utländsk,668,2019
0604C1020,Kvinnor,Svensk,592,2019
0604C1020,Kvinnor,Utländsk,75,2019
0604C1020,Män,Svensk,607,2019
0604C1020,Män,Utländsk,87,2019
0604C1020,Totalt,Svensk,1199,2019
0604C1020,Totalt,Utländsk,162,2019
0617A0010,Kvinnor,Svensk,666,2019
0617A0010,Kvinnor,Utländsk,104,2019
0617A0010,Män,Svensk,713,2019
0617A0010,Män,Utländsk,129,2019
0617A0010,Totalt,Svensk,1379,2019
0617A0010,Totalt,Utländsk,233,2019
0617A0020,Kvinnor,Svensk,522,2019
0617A0020,Kvinnor,Utländsk,112,2019
0617A0020,Män,Svensk,599,2019
0617A0020,Män,Utländsk,137,2019
0617A0020,Totalt,Svensk,1121,2019
0617A0020,Totalt,Utländsk,249,2019
0617B2010,Kvinnor,Svensk,643,2019
0617B2010,Kvinnor,Utländsk,380,2019
0617B2010,Män,Svensk,622,2019
0617B2010,Män,Utländsk,449,2019
0617B2010,Totalt,Svensk,1265,2019
0617B2010,Totalt,Utländsk,829,2019
0617C1010,Kvinnor,Svensk,411,2019
0617C1010,Kvinnor,Utländsk,203,2019
0617C1010,Män,Svensk,440,2019
0617C1010,Män,Utländsk,213,2019
0617C1010,Totalt,Svensk,851,2019
0617C1010,Totalt,Utländsk,416,2019
0617C1020,Kvinnor,Svensk,514,2019
0617C1020,Kvinnor,Utländsk,513,2019
0617C1020,Män,Svensk,477,2019
0617C1020,Män,Utländsk,601,2019
0617C1020,Totalt,Svensk,991,2019
0617C1020,Totalt,Utländsk,1114,2019
0617C1030,Kvinnor,Svensk,385,2019
0617C1030,Kvinnor,Utländsk,216,2019
0617C1030,Män,Svensk,449,2019
0617C1030,Män,Utländsk,214,2019
0617C1030,Totalt,Svensk,834,2019
0617C1030,Totalt,Utländsk,430,2019
0642A0010,Kvinnor,Svensk,682,2019
0642A0010,Kvinnor,Utländsk,71,2019
0642A0010,Män,Svensk,706,2019
0642A0010,Män,Utländsk,68,2019
0642A0010,Totalt,Svensk,1388,2019
0642A0010,Totalt,Utländsk,139,2019
0642C1010,Kvinnor,Svensk,755,2019
0642C1010,Kvinnor,Utländsk,161,2019
0642C1010,Män,Svensk,767,2019
0642C1010,Män,Utländsk,190,2019
0642C1010,Totalt,Svensk,1522,2019
0642C1010,Totalt,Utländsk,351,2019
0642C1020,Kvinnor,Svensk,811,2019
0642C1020,Kvinnor,Utländsk,103,2019
0642C1020,Män,Svensk,823,2019
0642C1020,Män,Utländsk,88,2019
0642C1020,Totalt,Svensk,1634,2019
0642C1020,Totalt,Utländsk,191,2019
0642C1030,Kvinnor,Svensk,907,2019
0642C1030,Kvinnor,Utländsk,142,2019
0642C1030,Män,Svensk,879,2019
0642C1030,Män,Utländsk,137,2019
0642C1030,Totalt,Svensk,1786,2019
0642C1030,Totalt,Utländsk,279,2019
0643A0010,Kvinnor,Svensk,819,2019
0643A0010,Kvinnor,Utländsk,67,2019
0643A0010,Män,Svensk,921,2019
0643A0010,Män,Utländsk,58,2019
0643A0010,Totalt,Svensk,1740,2019
0643A0010,Totalt,Utländsk,125,2019
0643A0020,Kvinnor,Svensk,827,2019
0643A0020,Kvinnor,Utländsk,77,2019
0643A0020,Män,Svensk,855,2019
0643A0020,Män,Utländsk,62,2019
0643A0020,Totalt,Svensk,1682,2019
0643A0020,Totalt,Utländsk,139,2019
0643C1010,Kvinnor,Svensk,534,2019
0643C1010,Kvinnor,Utländsk,34,2019
0643C1010,Män,Svensk,553,2019
0643C1010,Män,Utländsk,42,2019
0643C1010,Totalt,Svensk,1087,2019
0643C1010,Totalt,Utländsk,76,2019
0643C1020,Kvinnor,Svensk,964,2019
0643C1020,Kvinnor,Utländsk,152,2019
0643C1020,Män,Svensk,979,2019
0643C1020,Män,Utländsk,153,2019
0643C1020,Totalt,Svensk,1943,2019
0643C1020,Totalt,Utländsk,305,2019
0643C1030,Kvinnor,Svensk,818,2019
0643C1030,Kvinnor,Utländsk,83,2019
0643C1030,Män,Svensk,830,2019
0643C1030,Män,Utländsk,64,2019
0643C1030,Totalt,Svensk,1648,2019
0643C1030,Totalt,Utländsk,147,2019
0643C1040,Kvinnor,Svensk,885,2019
0643C1040,Kvinnor,Utländsk,157,2019
0643C1040,Män,Svensk,827,2019
0643C1040,Män,Utländsk,202,2019
0643C1040,Totalt,Svensk,1712,2019
0643C1040,Totalt,Utländsk,359,2019
0643C1050,Kvinnor,Svensk,667,2019
0643C1050,Kvinnor,Utländsk,59,2019
0643C1050,Män,Svensk,683,2019
0643C1050,Män,Utländsk,61,2019
0643C1050,Totalt,Svensk,1350,2019
0643C1050,Totalt,Utländsk,120,2019
0662A0010,Kvinnor,Svensk,402,2019
0662A0010,Kvinnor,Utländsk,39,2019
0662A0010,Män,Svensk,489,2019
0662A0010,Män,Utländsk,31,2019
0662A0010,Totalt,Svensk,891,2019
0662A0010,Totalt,Utländsk,70,2019
0662A0020,Kvinnor,Svensk,542,2019
0662A0020,Kvinnor,Utländsk,88,2019
0662A0020,Män,Svensk,648,2019
0662A0020,Män,Utländsk,73,2019
0662A0020,Totalt,Svensk,1190,2019
0662A0020,Totalt,Utländsk,161,2019
0662A0030,Kvinnor,Svensk,816,2019
0662A0030,Kvinnor,Utländsk,94,2019
0662A0030,Män,Svensk,924,2019
0662A0030,Män,Utländsk,91,2019
0662A0030,Totalt,Svensk,1740,2019
0662A0030,Totalt,Utländsk,185,2019
0662A0040,Kvinnor,Svensk,630,2019
0662A0040,Kvinnor,Utländsk,83,2019
0662A0040,Män,Svensk,719,2019
0662A0040,Män,Utländsk,75,2019
0662A0040,Totalt,Svensk,1349,2019
0662A0040,Totalt,Utländsk,158,2019
0662B2010,Kvinnor,Svensk,770,2019
0662B2010,Kvinnor,Utländsk,368,2019
0662B2010,Män,Svensk,779,2019
0662B2010,Män,Utländsk,359,2019
0662B2010,Totalt,Svensk,1549,2019
0662B2010,Totalt,Utländsk,727,2019
0662B2020,Kvinnor,Svensk,305,2019
0662B2020,Kvinnor,Utländsk,215,2019
0662B2020,Män,Svensk,330,2019
0662B2020,Män,Utländsk,245,2019
0662B2020,Totalt,Svensk,635,2019
0662B2020,Totalt,Utländsk,460,2019
0662B2030,Kvinnor,Svensk,439,2019
0662B2030,Kvinnor,Utländsk,224,2019
0662B2030,Män,Svensk,458,2019
0662B2030,Män,Utländsk,216,2019
0662B2030,Totalt,Svensk,897,2019
0662B2030,Totalt,Utländsk,440,2019
0662B3010,Kvinnor,Svensk,544,2019
0662B3010,Kvinnor,Utländsk,144,2019
0662B3010,Män,Svensk,561,2019
0662B3010,Män,Utländsk,151,2019
0662B3010,Totalt,Svensk,1105,2019
0662B3010,Totalt,Utländsk,295,2019
0662B4010,Kvinnor,Svensk,504,2019
0662B4010,Kvinnor,Utländsk,164,2019
0662B4010,Män,Svensk,528,2019
0662B4010,Män,Utländsk,190,2019
0662B4010,Totalt,Svensk,1032,2019
0662B4010,Totalt,Utländsk,354,2019
0662B5010,Kvinnor,Svensk,341,2019
0662B5010,Kvinnor,Utländsk,176,2019
0662B5010,Män,Svensk,368,2019
0662B5010,Män,Utländsk,180,2019
0662B5010,Totalt,Svensk,709,2019
0662B5010,Totalt,Utländsk,356,2019
0662C1010,Kvinnor,Svensk,442,2019
0662C1010,Kvinnor,Utländsk,339,2019
0662C1010,Män,Svensk,477,2019
0662C1010,Män,Utländsk,410,2019
0662C1010,Totalt,Svensk,919,2019
0662C1010,Totalt,Utländsk,749,2019
0662C1020,Kvinnor,Svensk,638,2019
0662C1020,Kvinnor,Utländsk,166,2019
0662C1020,Män,Svensk,665,2019
0662C1020,Män,Utländsk,173,2019
0662C1020,Totalt,Svensk,1303,2019
0662C1020,Totalt,Utländsk,339,2019
0662C1030,Kvinnor,Svensk,607,2019
0662C1030,Kvinnor,Utländsk,321,2019
0662C1030,Män,Svensk,618,2019
0662C1030,Män,Utländsk,329,2019
0662C1030,Totalt,Svensk,1225,2019
0662C1030,Totalt,Utländsk,650,2019
0662C1040,Kvinnor,Svensk,655,2019
0662C1040,Kvinnor,Utländsk,208,2019
0662C1040,Män,Svensk,650,2019
0662C1040,Män,Utländsk,220,2019
0662C1040,Totalt,Svensk,1305,2019
0662C1040,Totalt,Utländsk,428,2019
0662C1050,Kvinnor,Svensk,423,2019
0662C1050,Kvinnor,Utländsk,257,2019
0662C1050,Män,Svensk,482,2019
0662C1050,Män,Utländsk,287,2019
0662C1050,Totalt,Svensk,905,2019
0662C1050,Totalt,Utländsk,544,2019
0662C1060,Kvinnor,Svensk,556,2019
0662C1060,Kvinnor,Utländsk,255,2019
0662C1060,Män,Svensk,580,2019
0662C1060,Män,Utländsk,296,2019
0662C1060,Totalt,Svensk,1136,2019
0662C1060,Totalt,Utländsk,551,2019
0662C1070,Kvinnor,Svensk,481,2019
0662C1070,Kvinnor,Utländsk,340,2019
0662C1070,Män,Svensk,503,2019
0662C1070,Män,Utländsk,386,2019
0662C1070,Totalt,Svensk,984,2019
0662C1070,Totalt,Utländsk,726,2019
0662C1080,Kvinnor,Svensk,295,2019
0662C1080,Kvinnor,Utländsk,742,2019
0662C1080,Män,Svensk,255,2019
0662C1080,Män,Utländsk,797,2019
0662C1080,Totalt,Svensk,550,2019
0662C1080,Totalt,Utländsk,1539,2019
0662C1090,Kvinnor,Svensk,518,2019
0662C1090,Kvinnor,Utländsk,450,2019
0662C1090,Män,Svensk,436,2019
0662C1090,Män,Utländsk,403,2019
0662C1090,Totalt,Svensk,954,2019
0662C1090,Totalt,Utländsk,853,2019
0665A0010,Kvinnor,Svensk,737,2019
0665A0010,Kvinnor,Utländsk,111,2019
0665A0010,Män,Svensk,790,2019
0665A0010,Män,Utländsk,97,2019
0665A0010,Totalt,Svensk,1527,2019
0665A0010,Totalt,Utländsk,208,2019
0665A0020,Kvinnor,Svensk,567,2019
0665A0020,Kvinnor,Utländsk,85,2019
0665A0020,Män,Svensk,655,2019
0665A0020,Män,Utländsk,88,2019
0665A0020,Totalt,Svensk,1222,2019
0665A0020,Totalt,Utländsk,173,2019
0665A0030,Kvinnor,Svensk,621,2019
0665A0030,Kvinnor,Utländsk,41,2019
0665A0030,Män,Svensk,669,2019
0665A0030,Män,Utländsk,40,2019
0665A0030,Totalt,Svensk,1290,2019
0665A0030,Totalt,Utländsk,81,2019
0665C1010,Kvinnor,Svensk,556,2019
0665C1010,Kvinnor,Utländsk,100,2019
0665C1010,Män,Svensk,614,2019
0665C1010,Män,Utländsk,97,2019
0665C1010,Totalt,Svensk,1170,2019
0665C1010,Totalt,Utländsk,197,2019
0665C1020,Kvinnor,Svensk,847,2019
0665C1020,Kvinnor,Utländsk,262,2019
0665C1020,Män,Svensk,742,2019
0665C1020,Män,Utländsk,274,2019
0665C1020,Totalt,Svensk,1589,2019
0665C1020,Totalt,Utländsk,536,2019
0665C1030,Kvinnor,Svensk,691,2019
0665C1030,Kvinnor,Utländsk,270,2019
0665C1030,Män,Svensk,731,2019
0665C1030,Män,Utländsk,294,2019
0665C1030,Totalt,Svensk,1422,2019
0665C1030,Totalt,Utländsk,564,2019
0665C2010,Kvinnor,Svensk,681,2019
0665C2010,Kvinnor,Utländsk,458,2019
0665C2010,Män,Svensk,723,2019
0665C2010,Män,Utländsk,515,2019
